[Header]
TITLE,thermal_transport_example
BYAPP,THERMAL_TRANSPORT,1.0,1.1
INFO,PPMS Thermal Transport Option Version: Release 1.1.5 Build 5,APPNAME
INFO,TTO_SYNTH,SAMPLE_MATERIAL
INFO,bulk,SAMPLE_COMMENT
INFO,2.5,SAMPLE_VLEAD_SEPARATION
INFO,2.5,SAMPLE_ILEAD_SEPARATION
INFO,2.8565,SAMPLE_CROSS_SECTION
INFO,38.545,SAMPLE_SURFACE_AREA
INFO,0.3,SAMPLE_EMISSIVITY
[Data]
Comment,Time Stamp (sec),Status (code),Error (code),Magnetic Field (Oe),Sample Temp. (K),Conductivity (W/K-m),Cond. Std.Dev.,Seebeck Coef. (µV/K),Seebeck Std.Dev.,Resistivity (Ohm-m),Resist Std.Dev.,Figure of Merit ZT,Merit Std.Dev.,Delta Temp. (K),Conductance (W/K),Raw Conductance (W/K),Seebeck Volt. (µV),Resistance (Ohm),Min. Temp. (K),Max. Temp. (K),Temp. Rise (K),Req. Htr Power (W),Heater Power (W),Rad. Loss (W),Cond. Pwr. (W),Heater Current (mA),Res. Drive (mA),Res. Freq (Hz),Period (sec),Period Ratio,tau1 (sec),tau2 (sec),Seebeck Gain,Resist. Gain,System Temp (K),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation (µA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (µA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (µA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (µA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,0,5906,0,0.0000,4.50000000e+01,3.98428672e+01,3.98428672e-01,4.50000000e-01,4.50000000e-03,5.11250000e-06,5.11250000e-08,4.47356381e-08,4.47356381e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,4.20000000e+01,4.15176185e+01,4.15176185e-01,4.20000000e-01,4.20000000e-03,5.09800000e-06,5.09800000e-08,3.50038332e-08,3.50038332e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,3.90000000e+01,4.30330211e+01,4.30330211e-01,3.90000000e-01,3.90000000e-03,5.08450000e-06,5.08450000e-08,2.71108874e-08,2.71108874e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,3.60000000e+01,4.41900135e+01,4.41900135e-01,3.60000000e-01,3.60000000e-03,5.07200000e-06,5.07200000e-08,2.08163280e-08,2.08163280e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,3.30000000e+01,4.46803412e+01,4.46803412e-01,3.30000000e-01,3.30000000e-03,5.06050000e-06,5.06050000e-08,1.58939525e-08,1.58939525e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,3.00000000e+01,4.40675649e+01,4.40675649e-01,3.00000000e-01,3.00000000e-03,5.05000000e-06,5.05000000e-08,1.21325847e-08,1.21325847e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.70000000e+01,4.18234951e+01,4.18234951e-01,2.70000000e-01,2.70000000e-03,5.04050000e-06,5.04050000e-08,9.33678484e-09,9.33678484e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.40000000e+01,3.74918818e+01,3.74918818e-01,2.40000000e-01,2.40000000e-03,5.03200000e-06,5.03200000e-08,7.32750044e-09,7.32750044e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.10000000e+01,3.10159753e+01,3.10159753e-01,2.10000000e-01,2.10000000e-03,5.02450000e-06,5.02450000e-08,5.94264231e-09,5.94264231e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.80000000e+01,2.30710910e+01,2.30710910e-01,1.80000000e-01,1.80000000e-03,5.01800000e-06,5.01800000e-08,5.03754254e-09,5.03754254e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.50000000e+01,1.50120237e+01,1.50120237e-01,1.50000000e-01,1.50000000e-03,5.01250000e-06,5.01250000e-08,4.48518283e-09,4.48518283e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.20000000e+01,8.26301081e+00,8.26301081e-02,1.20000000e-01,1.20000000e-03,5.00800000e-06,5.00800000e-08,4.17581353e-09,4.17581353e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.15000000e+01,7.33459063e+00,7.33459063e-02,1.15000000e-01,1.15000000e-03,5.00734722e-06,5.00734722e-08,4.14104485e-09,4.14104485e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.10000000e+01,6.46824939e+00,6.46824939e-02,1.10000000e-01,1.10000000e-03,5.00672222e-06,5.00672222e-08,4.10996196e-09,4.10996196e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.05000000e+01,5.66469169e+00,5.66469169e-02,1.05000000e-01,1.05000000e-03,5.00612500e-06,5.00612500e-08,4.08215913e-09,4.08215913e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.00000000e+01,4.92400078e+00,4.92400078e-02,1.00000000e-01,1.00000000e-03,5.00555556e-06,5.00555556e-08,4.05722975e-09,4.05722975e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,9.50000000e+00,4.24568410e+00,4.24568410e-02,9.50000000e-02,9.50000000e-04,5.00501389e-06,5.00501389e-08,4.03476134e-09,4.03476134e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,9.00000000e+00,3.62872376e+00,3.62872376e-02,9.00000000e-02,9.00000000e-04,5.00450000e-06,5.00450000e-08,4.01432866e-09,4.01432866e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,8.50000000e+00,3.07162994e+00,3.07162994e-02,8.50000000e-02,8.50000000e-04,5.00401389e-06,5.00401389e-08,3.99548384e-09,3.99548384e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,8.00000000e+00,2.57249523e+00,2.57249523e-02,8.00000000e-02,8.00000000e-04,5.00355556e-06,5.00355556e-08,3.97774241e-09,3.97774241e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,7.50000000e+00,2.12904846e+00,2.12904846e-02,7.50000000e-02,7.50000000e-04,5.00312500e-06,5.00312500e-08,3.96056268e-09,3.96056268e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,7.00000000e+00,1.73870644e+00,1.73870644e-02,7.00000000e-02,7.00000000e-04,5.00272222e-06,5.00272222e-08,3.94331499e-09,3.94331499e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,6.50000000e+00,1.39862279e+00,1.39862279e-02,6.50000000e-02,6.50000000e-04,5.00234722e-06,5.00234722e-08,3.92523476e-09,3.92523476e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,6.00000000e+00,1.10573295e+00,1.10573295e-02,6.00000000e-02,6.00000000e-04,5.00200000e-06,5.00200000e-08,3.90534867e-09,3.90534867e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,5.50000000e+00,8.56794808e-01,8.56794808e-03,5.50000000e-02,5.50000000e-04,5.00168056e-06,5.00168056e-08,3.88235542e-09,3.88235542e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,5.00000000e+00,6.48424813e-01,6.48424813e-03,5.00000000e-02,5.00000000e-04,5.00138889e-06,5.00138889e-08,3.85442645e-09,3.85442645e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,4.50000000e+00,4.77129259e-01,4.77129259e-03,4.50000000e-02,4.50000000e-04,5.00112500e-06,5.00112500e-08,3.81886040e-09,3.81886040e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,4.00000000e+00,3.39330948e-01,3.39330948e-03,4.00000000e-02,4.00000000e-04,5.00088889e-06,5.00088889e-08,3.77145819e-09,3.77145819e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,3.50000000e+00,2.31391350e-01,2.31391350e-03,3.50000000e-02,3.50000000e-04,5.00068056e-06,5.00068056e-08,3.70533860e-09,3.70533860e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,3.00000000e+00,1.49628547e-01,1.49628547e-03,3.00000000e-02,3.00000000e-04,5.00050000e-06,5.00050000e-08,3.60857616e-09,3.60857616e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.50000000e+00,9.03313401e-02,9.03313401e-04,2.50000000e-02,2.50000000e-04,5.00034722e-06,5.00034722e-08,3.45924570e-09,3.45924570e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.00000000e+00,4.97699274e-02,4.97699274e-04,2.00000000e-02,2.00000000e-04,5.00022222e-06,5.00022222e-08,3.21464984e-09,3.21464984e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,3.00000000e+02,6.26648731e+00,6.26648731e-02,3.00000000e+00,3.00000000e-02,1.00000000e-05,1.00000000e-07,4.30863396e-05,4.30863396e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.89724138e+02,6.46226492e+00,6.46226492e-02,2.89724138e+00,2.89724138e-02,9.66333756e-06,9.66333756e-08,3.89441410e-05,3.89441410e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.79448276e+02,6.67151342e+00,6.67151342e-02,2.79448276e+00,2.79448276e-02,9.33840772e-06,9.33840772e-08,3.50273360e-05,3.50273360e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.69172414e+02,6.89578516e+00,6.89578516e-02,2.69172414e+00,2.69172414e-02,9.02521046e-06,9.02521046e-08,3.13365071e-05,3.13365071e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.58896552e+02,7.13688798e+00,7.13688798e-02,2.58896552e+00,2.58896552e-02,8.72374581e-06,8.72374581e-08,2.78719219e-05,2.78719219e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.48620690e+02,7.39693932e+00,7.39693932e-02,2.48620690e+00,2.48620690e-02,8.43401374e-06,8.43401374e-08,2.46334613e-05,2.46334613e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.38344828e+02,7.67843439e+00,7.67843439e-02,2.38344828e+00,2.38344828e-02,8.15601427e-06,8.15601427e-08,2.16205402e-05,2.16205402e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.28068966e+02,7.98433259e+00,7.98433259e-02,2.28068966e+00,2.28068966e-02,7.88974739e-06,7.88974739e-08,1.88320180e-05,1.88320180e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.17793103e+02,8.31816829e+00,8.31816829e-02,2.17793103e+00,2.17793103e-02,7.63521311e-06,7.63521311e-08,1.62661025e-05,1.62661025e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.07517241e+02,8.68419408e+00,8.68419408e-02,2.07517241e+00,2.07517241e-02,7.39241141e-06,7.39241141e-08,1.39202459e-05,1.39202459e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.97241379e+02,9.08756800e+00,9.08756800e-02,1.97241379e+00,1.97241379e-02,7.16134232e-06,7.16134232e-08,1.17910365e-05,1.17910365e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.86965517e+02,9.53460139e+00,9.53460139e-02,1.86965517e+00,1.86965517e-02,6.94200581e-06,6.94200581e-08,9.87408887e-06,9.87408887e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.76689655e+02,1.00330908e+01,1.00330908e-01,1.76689655e+00,1.76689655e-02,6.73440190e-06,6.73440190e-08,8.16393608e-06,8.16393608e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.66413793e+02,1.05927691e+01,1.05927691e-01,1.66413793e+00,1.66413793e-02,6.53853059e-06,6.53853059e-08,6.65393098e-06,6.65393098e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.56137931e+02,1.12259281e+01,1.12259281e-01,1.56137931e+00,1.56137931e-02,6.35439186e-06,6.35439186e-08,5.33616208e-06,5.33616208e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.45862069e+02,1.19482908e+01,1.19482908e-01,1.45862069e+00,1.45862069e-02,6.18198573e-06,6.18198573e-08,4.20139318e-06,4.20139318e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.35586207e+02,1.27802574e+01,1.27802574e-01,1.35586207e+00,1.35586207e-02,6.02131219e-06,6.02131219e-08,3.23903610e-06,3.23903610e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.25310345e+02,1.37487136e+01,1.37487136e-01,1.25310345e+00,1.25310345e-02,5.87237125e-06,5.87237125e-08,2.43716654e-06,2.43716654e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.15034483e+02,1.48897029e+01,1.48897029e-01,1.15034483e+00,1.15034483e-02,5.73516290e-06,5.73516290e-08,1.78259359e-06,1.78259359e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.04758621e+02,1.62524296e+01,1.62524296e-01,1.04758621e+00,1.04758621e-02,5.60968714e-06,5.60968714e-08,1.26099214e-06,1.26099214e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,9.44827586e+01,1.79052735e+01,1.79052735e-01,9.44827586e-01,9.44827586e-03,5.49594398e-06,5.49594398e-08,8.57105807e-07,8.57105807e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,8.42068966e+01,1.99446038e+01,1.99446038e-01,8.42068966e-01,8.42068966e-03,5.39393341e-06,5.39393341e-08,5.55024290e-07,5.55024290e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,7.39310345e+01,2.25061937e+01,2.25061937e-01,7.39310345e-01,7.39310345e-03,5.30365544e-06,5.30365544e-08,3.38534548e-07,3.38534548e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,6.36551724e+01,2.57720023e+01,2.57720023e-01,6.36551724e-01,6.36551724e-03,5.22511005e-06,5.22511005e-08,1.91539122e-07,1.91539122e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,5.33793103e+01,2.99262296e+01,2.99262296e-01,5.33793103e-01,5.33793103e-03,5.15829727e-06,5.15829727e-08,9.85281900e-08,9.85281900e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,4.31034483e+01,3.48064493e+01,3.48064493e-01,4.31034483e-01,4.31034483e-03,5.10321707e-06,5.10321707e-08,4.50850216e-08,4.50850216e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,3.28275862e+01,3.80015863e+01,3.80015863e-01,3.28275862e-01,3.28275862e-03,5.05986947e-06,5.05986947e-08,1.83982202e-08,1.83982202e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.25517241e+01,2.94358460e+01,2.94358460e-01,2.25517241e-01,2.25517241e-03,5.02825446e-06,5.02825446e-08,7.74899681e-09,7.74899681e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,1.22758621e+01,7.49012718e+00,7.49012718e-02,1.22758621e-01,1.22758621e-03,5.00837204e-06,5.00837204e-08,4.93139994e-09,4.93139994e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,90000.0000,2.00000000e+00,4.37701731e-02,4.37701731e-04,2.00000000e-02,2.00000000e-04,5.00022222e-06,5.00022222e-08,3.65529487e-09,3.65529487e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
